customer_id,recency_days,frequency,monetary,segment
12669,150,3,2744.03,At Risk
12670,10,5,2996.05,Loyal
12672,329,1,225.90,Lost
12673,5,2,610.52,New
12674,38,4,1970.60,Regular
12676,24,6,1331.39,Loyal
12678,42,12,17628.46,Loyal
12679,58,4,1113.02,Regular
12680,0,4,862.81,New
12681,14,22,13787.54,VIP
12682,3,31,12288.22,VIP
12683,4,15,8476.57,VIP
12684,7,7,2283.63,Loyal
12685,28,6,2863.08,Loyal
12686,371,1,89.14,Lost
12688,113,1,4873.81,At Risk
12689,25,2,1247.61,New
12690,205,1,389.01,Lost
12691,28,6,1035.80,Loyal
12693,127,4,855.91,At Risk
12694,70,2,869.67,Regular
12695,7,4,582.10,New
12697,28,3,957.59,New
12700,7,4,4939.99,New
12701,79,2,797.71,Regular
12702,19,1,219.00,New
12703,71,1,283.55,Regular
12704,7,8,2340.84,Loyal
12705,15,9,6868.29,Loyal
12707,291,1,603.42,Lost
12708,29,10,2712.91,VIP
12709,15,15,9736.52,VIP
12710,96,3,1149.02,At Risk
12712,28,13,4396.13,VIP
12713,0,1,848.55,New
12714,9,5,4708.86,Loyal
12715,106,1,353.86,At Risk
12716,3,2,1053.49,New
12717,151,2,1030.98,At Risk
12718,71,1,238.25,Regular
12719,5,2,644.95,New
12720,2,25,5781.73,VIP
12721,31,6,2656.13,Loyal
12722,85,4,997.63,Regular
12723,3,5,725.07,Loyal
12724,5,4,1031.41,New
12725,371,1,427.80,Lost
12726,28,7,2609.10,Loyal
12727,10,7,3980.70,Loyal
12728,71,4,836.33,Regular
12729,113,1,453.01,At Risk
12731,23,12,18895.91,VIP
12732,179,1,236.26,At Risk
12733,234,1,383.95,Lost
12734,352,1,110.40,Lost
12735,315,2,779.57,Lost
12736,332,1,234.00,Lost
12738,372,1,155.35,Lost
12739,78,2,1013.04,Regular
12740,63,1,427.60,Regular
12743,134,2,546.43,At Risk
12744,51,7,21279.29,Loyal
12747,2,11,4196.01,VIP
12748,0,209,33719.73,VIP
12749,3,5,4090.88,Loyal
12750,128,1,275.88,At Risk
12752,81,1,4366.78,Regular
12753,22,6,21429.39,Loyal
12754,235,3,3010.74,Lost
12755,280,2,3811.95,Lost
12756,86,1,112.08,Regular
12757,15,13,7857.10,VIP
12758,116,2,2791.59,At Risk
12759,52,3,1531.44,Regular
12762,7,2,1898.52,New
12763,138,2,494.08,At Risk
12764,316,1,1693.88,Lost
12766,3,7,6989.63,Loyal
12769,238,1,1143.60,Lost
12770,210,1,1351.45,Lost
12772,59,1,892.47,Regular
12775,17,5,1386.04,Loyal
12778,19,6,822.23,Loyal
12779,37,8,3981.36,Loyal
12781,63,2,826.74,Regular
12782,4,5,2330.92,Loyal
12783,2,6,2225.91,Loyal
12784,9,2,574.42,New
12785,364,1,311.95,Lost
12787,9,3,463.66,New
12789,65,1,91.85,Regular
12790,192,1,324.92,Lost
12791,373,1,192.60,Lost
12792,256,1,400.54,Lost
12793,334,2,545.48,Lost
12794,53,2,860.41,Regular
12795,18,1,430.48,New
12797,365,1,254.03,Lost
12798,10,3,6977.04,New
12802,186,1,427.58,Lost
12808,36,3,483.65,Regular
12809,177,1,489.31,At Risk
12811,260,3,514.85,Lost
12812,44,1,229.64,Regular
12814,101,1,125.92,At Risk
12815,147,2,1063.46,At Risk
12816,95,2,572.20,At Risk
12817,281,1,166.04,Lost
12818,261,1,1542.08,Lost
12820,3,4,942.34,New
12821,214,1,92.72,Lost
12822,70,2,948.88,Regular
12823,74,5,1759.50,Loyal
12824,59,1,397.12,Regular
12826,2,7,1474.72,Loyal
12827,5,3,430.15,New
12828,2,6,1018.71,Loyal
12829,336,2,293.00,Lost
12830,37,6,6814.64,Loyal
12831,262,1,215.05,Lost
12832,32,2,383.03,Regular
12833,145,1,417.38,At Risk
12834,282,1,312.38,Lost
12836,59,4,2612.86,Regular
12837,173,1,134.10,At Risk
12838,33,2,683.13,Regular
12839,2,14,5591.42,VIP
12840,143,4,2726.77,At Risk
12841,4,25,4022.35,VIP
12842,70,2,1118.99,Regular
12843,65,8,1702.26,Loyal
12844,29,2,325.96,New
12845,267,4,354.09,Lost
12847,22,1,871.54,New
12849,31,2,1050.89,Regular
12851,96,1,135.18,At Risk
12852,294,1,311.55,Lost
12853,134,6,1957.10,At Risk
12854,78,3,1324.50,Regular
12855,372,1,38.10,Lost
12856,7,6,2179.93,Loyal
12857,210,2,1106.40,Lost
12863,52,1,521.20,Regular
12864,138,1,147.12,At Risk
12865,26,2,1568.23,New
12866,283,1,559.12,Lost
12867,26,7,4036.82,Loyal
12868,185,6,1607.06,Lost
12871,84,2,380.64,Regular
12872,326,2,599.97,Lost
12873,282,1,374.00,Lost
12875,143,2,343.23,At Risk
12876,57,2,2218.02,Regular
12877,3,12,1535.77,VIP
12878,236,2,854.99,Lost
12879,44,3,573.22,Regular
12881,275,1,298.00,Lost
12882,9,2,1463.04,New
12883,24,4,703.47,New
12884,88,1,309.05,Regular
12885,63,3,1175.22,Regular
12886,67,2,1378.40,Regular
12888,214,2,354.12,Lost
12890,24,1,380.47,New
12891,185,3,331.00,Lost
12893,30,1,188.14,New
12895,42,2,372.80,Regular
12897,204,2,216.50,Lost
12901,8,28,17654.54,VIP
12902,264,1,138.68,Lost
12904,18,2,509.58,New
12906,11,5,2919.81,Loyal
12908,176,2,750.00,At Risk
12909,39,5,2178.67,Loyal
12910,23,8,3075.04,Loyal
12912,2,5,1662.30,Loyal
12913,4,5,2483.63,Loyal
12915,148,2,363.65,At Risk
12916,138,4,3006.15,At Risk
12917,128,1,594.00,At Risk
12919,8,6,1335.19,Loyal
12920,17,1,164.23,New
12921,9,37,16587.09,VIP
12922,161,1,405.38,At Risk
12923,64,1,176.97,Regular
12924,88,4,933.70,Regular
12925,4,2,694.05,New
12928,35,5,2062.70,Loyal
12929,311,1,117.85,Lost
12930,78,2,415.80,Regular
12931,21,15,42055.96,VIP
12933,24,3,607.53,New
12935,2,7,2160.70,Loyal
12936,17,4,1063.90,New
12937,15,4,1504.27,New
12938,25,1,114.14,New
12939,64,8,11581.80,Loyal
12940,54,2,913.54,Regular
12942,131,3,683.90,At Risk
12944,35,2,604.51,Regular
12945,288,1,462.95,Lost
12947,143,6,1603.99,At Risk
12948,16,7,2064.95,Loyal
12949,30,8,4167.22,Loyal
12950,2,3,1843.00,New
12951,8,6,1064.07,Loyal
12952,5,4,1387.79,New
12953,9,1,329.85,New
12955,1,11,4757.16,VIP
12956,306,1,108.07,Lost
12957,9,8,4017.54,Loyal
12962,7,2,266.39,New
12963,8,8,1856.63,Loyal
12965,89,1,771.91,Regular
12966,9,1,160.18,New
12967,358,2,1660.90,Lost
12968,112,1,135.95,At Risk
12970,7,4,452.24,New
12971,3,86,11189.91,VIP
12974,197,1,144.80,Lost
12976,211,1,738.60,Lost
12977,156,1,39.24,At Risk
12980,157,9,7374.90,At Risk
12981,29,2,372.22,New
12982,242,1,390.54,Lost
12984,18,1,97.50,New
12985,0,2,1239.38,New
12987,73,2,558.70,Regular
12988,292,1,535.32,Lost
12989,3,15,6924.11,VIP
12990,31,3,409.50,Regular
12991,23,2,503.76,New
12993,23,4,414.76,New
12994,4,3,974.42,New
12995,85,1,211.32,Regular
12997,22,4,1226.89,New
12999,196,3,455.88,Lost
13000,106,3,534.85,At Risk
13001,4,13,9818.82,VIP
13002,318,1,120.95,Lost
13003,105,3,149.05,At Risk
13004,11,18,5655.91,VIP
13005,173,2,513.70,At Risk
13006,56,1,81.57,Regular
13008,323,1,229.47,Lost
13011,372,1,50.55,Lost
13012,9,8,1661.84,Loyal
13013,1,13,4810.94,VIP
13014,10,10,3466.28,VIP
13015,53,5,3346.28,Loyal
13016,73,3,789.89,Regular
13017,7,1,204.00,New
13018,16,28,7277.70,VIP
13021,4,9,2616.38,Loyal
13023,64,2,689.90,Regular
13026,1,5,975.36,Loyal
13027,113,6,6912.00,At Risk
13028,22,2,661.32,New
13029,30,3,1247.50,New
13030,11,2,799.48,New
13032,52,2,1010.18,Regular
13033,357,1,190.55,Lost
13034,54,2,642.77,Regular
13035,73,2,921.88,Regular
13037,138,3,881.07,At Risk
13038,80,3,908.46,Regular
13040,8,2,676.99,New
13043,273,1,516.42,Lost
13044,291,1,560.47,Lost
13045,99,1,305.28,At Risk
13046,30,2,629.31,New
13047,31,10,3237.54,Loyal
13048,14,4,1835.91,New
13049,64,2,656.68,Regular
13050,14,17,5836.86,VIP
13052,212,1,348.15,Lost
13055,78,3,1214.41,Regular
13058,24,3,271.40,New
13059,249,1,183.40,Lost
13060,253,1,307.53,Lost
13061,72,1,248.61,Regular
13062,191,1,346.98,Lost
13064,12,4,1119.49,New
13065,373,1,205.86,Lost
13066,24,2,470.80,New
13067,82,1,115.46,Regular
13068,10,2,344.00,New
13069,0,24,4436.12,VIP
13070,192,1,228.80,Lost
13072,266,1,177.15,Lost
13075,129,1,919.61,At Risk
13077,1,4,729.27,New
13078,3,26,12627.94,VIP
13079,4,5,220.10,Loyal
13080,179,1,58.08,At Risk
13081,11,11,28337.38,VIP
13082,126,9,3613.63,At Risk
13083,4,2,303.75,New
13085,157,2,416.08,At Risk
13089,2,97,58825.83,VIP
13090,8,14,8910.82,VIP
13091,28,1,345.82,New
13092,70,5,477.83,Loyal
13093,275,8,7832.47,Lost
13094,21,12,1927.32,VIP
13095,70,1,74.40,Regular
13097,32,10,6010.42,Loyal
13098,1,28,28882.44,VIP
13099,99,1,207.36,At Risk
13101,234,1,101.19,Lost
13102,1,24,6424.09,VIP
13103,39,1,243.94,Regular
13104,3,6,1098.48,Loyal
13106,133,1,76.50,At Risk
13107,44,4,1531.62,Regular
13108,372,1,350.06,Lost
13109,59,2,786.54,Regular
13110,31,7,1488.67,Loyal
13113,0,24,12245.96,VIP
13115,11,4,2294.78,New
13116,138,1,501.14,At Risk
13117,21,8,984.91,Loyal
13118,19,5,1197.81,Loyal
13120,238,1,30.60,Lost
13121,269,1,283.73,Lost
13122,94,2,922.39,At Risk
13124,89,3,3866.33,Regular
13126,4,8,2099.64,Loyal
13127,77,1,259.17,Regular
13130,94,1,64.00,At Risk
13131,23,3,1073.30,New
13132,261,1,77.30,Lost
13133,273,2,109.80,Lost
13134,85,4,1793.58,Regular
13135,196,1,3096.00,Lost
13136,56,5,2607.61,Loyal
13137,10,8,3650.41,Loyal
13138,22,6,962.39,Loyal
13139,16,7,5064.94,Loyal
13140,108,3,423.72,At Risk
13141,84,5,2388.75,Loyal
13142,19,1,307.09,New
13144,332,1,110.95,Lost
13145,39,4,618.52,Regular
13146,26,1,228.91,New
13147,10,4,712.80,New
13148,29,12,3707.12,VIP
13149,14,4,1676.06,New
13151,295,1,1257.87,Lost
13153,5,1,486.22,New
13155,33,4,971.76,Regular
13157,49,4,1741.22,Regular
13158,94,4,1201.06,At Risk
13159,8,4,1437.85,New
13160,22,1,91.80,New
13161,313,1,112.75,Lost
13162,122,4,1688.29,At Risk
13165,46,2,1021.48,Regular
13166,283,1,417.20,Lost
13167,18,4,791.33,New
13168,36,4,1319.19,Regular
13169,63,2,712.88,Regular
13170,26,1,116.01,New
13171,21,3,468.41,New
13173,4,2,353.65,New
13174,16,3,2817.03,New
13176,46,1,492.84,Regular
13177,64,1,282.45,Regular
13178,26,11,5725.47,VIP
13182,45,1,121.18,Regular
13183,7,9,3957.78,Loyal
13184,14,10,1701.29,VIP
13185,267,1,71.40,Lost
13186,39,3,1575.89,Regular
13187,337,1,236.02,Lost
13188,11,1,114.60,New
13189,18,2,260.68,New
13192,95,2,911.94,At Risk
13193,61,1,117.88,Regular
13194,135,1,60.70,At Risk
13196,11,4,1797.78,New
13198,10,6,3401.24,Loyal
13199,3,38,9817.12,VIP
13200,19,4,870.09,New
13203,9,4,869.46,New
13207,15,2,250.26,New
13208,58,6,1223.90,Loyal
13209,30,8,5891.61,Loyal
13210,93,1,353.48,At Risk
13211,10,3,1197.42,New
13212,19,3,788.08,New
13213,56,5,1520.58,Loyal
13216,267,1,333.74,Lost
13217,122,3,533.98,At Risk
13218,127,1,62.64,At Risk
13220,78,4,819.29,Regular
13221,240,2,847.41,Lost
13223,200,2,163.20,Lost
13224,60,2,2155.95,Regular
13225,3,7,6463.84,Loyal
13226,273,1,108.21,Lost
13227,201,1,257.70,Lost
13228,81,1,358.00,Regular
13229,225,1,160.95,Lost
13230,4,14,2806.97,VIP
13232,12,7,1357.60,Loyal
13233,74,2,605.12,Regular
13235,212,1,1031.07,Lost
13236,24,2,744.85,New
13238,17,4,700.73,New
13239,261,1,329.56,Lost
13240,96,4,663.65,At Risk
13242,112,3,270.40,At Risk
13243,203,1,600.07,Lost
13244,92,1,121.74,At Risk
13245,50,1,430.50,Regular
13246,18,6,1987.30,Loyal
13247,17,4,501.12,New
13248,124,2,465.68,At Risk
13249,92,3,711.41,At Risk
13253,156,2,1030.40,At Risk
13255,9,2,399.51,New
13258,11,3,698.58,New
13259,61,1,292.32,Regular
13260,61,1,557.62,Regular
13261,268,2,944.10,Lost
13262,263,1,200.29,Lost
13263,1,35,7454.07,VIP
13265,53,5,2107.66,Loyal
13266,11,12,3834.26,VIP
13267,2,19,4521.49,VIP
13268,17,11,3214.69,VIP
13269,1,15,5346.23,VIP
13270,366,1,590.00,Lost
13271,37,1,217.38,Regular
13272,31,2,276.56,Regular
13273,113,1,138.98,At Risk
13276,63,2,590.93,Regular
13277,15,4,258.40,New
13278,40,1,542.73,Regular
13279,78,1,137.75,Regular
13280,122,3,814.86,At Risk
13282,18,3,1132.14,New
13283,59,2,93.66,Regular
13284,330,1,201.19,Lost
13285,23,4,2709.12,New
13291,155,1,361.11,At Risk
13292,38,2,578.94,Regular
13294,189,2,873.74,Lost
13295,359,1,201.20,Lost
13296,137,1,87.40,At Risk
13297,7,4,2089.85,New
13298,1,1,360.00,New
13299,268,1,142.50,Lost
13300,169,1,371.89,At Risk
13301,103,4,618.09,At Risk
13302,155,1,63.75,At Risk
13304,351,1,300.42,Lost
13305,4,10,2000.86,VIP
13307,120,1,15.00,At Risk
13308,22,3,1385.51,New
13309,7,5,1456.79,Loyal
13310,28,3,1132.03,New
13311,4,2,598.57,New
13313,22,5,1555.32,Loyal
13314,1,3,775.94,New
13316,37,4,5977.73,Regular
13317,66,6,2273.68,Loyal
13318,1,3,640.76,New
13319,5,26,10845.55,VIP
13320,78,4,1548.70,Regular
13321,72,2,567.36,Regular
13322,17,1,199.48,New
13323,3,5,787.85,Loyal
13324,36,10,7121.95,Loyal
13325,81,1,675.30,Regular
13327,38,8,3627.77,Loyal
13328,316,1,1308.48,Lost
13329,31,2,789.00,Regular
13330,92,3,1140.93,At Risk
13332,14,1,350.90,New
13334,82,3,3536.82,Regular
13336,77,1,795.12,Regular
13338,157,1,487.02,At Risk
13339,200,1,860.12,Lost
13340,45,7,10736.48,Loyal
13341,260,1,775.85,Lost
13343,177,1,353.43,At Risk
13344,67,3,2543.72,Regular
13345,287,1,389.50,Lost
13347,70,1,341.36,Regular
13348,64,1,233.76,Regular
13349,10,1,247.32,New
13350,16,2,979.12,New
13351,66,1,373.94,Regular
13352,60,1,397.98,Regular
13354,71,1,743.53,Regular
13355,122,1,674.70,At Risk
13356,80,1,768.24,Regular
13357,257,1,609.95,Lost
13358,268,1,439.03,Lost
13359,63,1,439.56,Regular
13362,9,4,3090.74,New
13363,17,2,992.50,New
13364,71,1,134.96,Regular
13365,33,2,2225.37,Regular
13366,50,1,56.16,Regular
13368,256,2,623.40,Lost
13369,365,1,308.28,Lost
13370,371,1,754.87,Lost
13372,89,1,378.64,Regular
13373,60,3,3312.25,Regular
13375,88,1,778.65,Regular
13376,99,3,1019.76,At Risk
13379,26,3,572.56,New
13381,31,6,3639.31,Loyal
13382,280,1,222.99,Lost
13384,30,7,4151.93,Loyal
13385,329,1,534.57,Lost
13388,131,2,677.10,At Risk
13389,11,3,797.96,New
13390,74,1,544.08,Regular
13391,203,1,59.80,Lost
13394,1,8,2520.02,Loyal
13395,185,1,307.72,Lost
13396,29,2,1360.99,New
13397,72,5,1544.13,Loyal
13398,192,1,457.34,Lost
13402,127,2,621.23,At Risk
13403,17,1,75.00,New
13404,1,2,252.49,New
13405,74,3,572.45,Regular
13408,1,62,28117.04,VIP
13410,24,5,1003.06,Loyal
13411,107,1,213.55,At Risk
13414,133,3,1390.50,At Risk
13416,43,2,712.50,Regular
13417,4,2,640.83,New
13418,11,18,6127.43,VIP
13419,63,1,221.06,Regular
13420,149,2,159.85,At Risk
13421,40,2,1851.08,Regular
13422,64,1,2626.30,Regular
13425,108,3,1624.21,At Risk
13426,0,10,3641.32,VIP
13427,19,3,582.60,New
13428,10,1,218.47,New
13429,10,4,1006.80,New
13430,18,2,679.45,New
13431,67,2,1269.10,Regular
13434,74,2,534.24,Regular
13435,5,7,3809.89,Loyal
13436,1,1,196.89,New
13437,14,7,3408.06,Loyal
13439,255,1,283.71,Lost
13441,91,1,296.64,At Risk
13447,23,3,1129.14,New
13448,16,6,3539.37,Loyal
13449,23,1,291.88,New
13450,26,6,2043.72,Loyal
13451,26,5,2976.15,Loyal
13452,259,2,590.00,Lost
13453,165,2,356.98,At Risk
13455,24,2,1058.34,New
13456,17,6,1766.72,Loyal
13458,7,14,9646.57,VIP
13460,29,2,183.44,New
13461,38,3,1445.00,Regular
13462,252,1,151.50,Lost
13464,58,1,674.68,Regular
13466,184,1,307.90,Lost
13467,10,2,1083.71,New
13468,1,37,5704.97,VIP
13470,99,2,165.00,At Risk
13471,1,4,2531.58,New
13473,60,2,422.64,Regular
13474,236,1,229.59,Lost
13475,191,4,1431.78,Lost
13476,178,2,1238.47,At Risk
13477,37,6,1454.58,Loyal
13479,200,2,300.95,Lost
13481,45,5,1804.56,Loyal
13482,232,1,184.64,Lost
13483,65,1,140.34,Regular
13484,241,1,313.80,Lost
13485,233,1,454.24,Lost
13486,78,3,1122.41,Regular
13487,57,3,575.40,Regular
13488,17,13,8968.31,VIP
13489,105,4,449.52,At Risk
13491,51,10,1215.82,Loyal
13492,136,3,1269.84,At Risk
13493,275,2,618.63,Lost
13494,311,1,316.26,Lost
13495,7,5,2044.87,Loyal
13496,10,2,653.33,New
13497,282,2,348.05,Lost
13499,17,5,1159.11,Loyal
13500,23,3,1166.77,New
13501,288,1,1340.32,Lost
13502,16,3,292.00,New
13503,71,1,216.85,Regular
13504,64,1,295.93,Regular
13505,72,4,4393.63,Regular
13506,316,2,458.52,Lost
13507,3,4,2479.16,New
13508,243,1,110.97,Lost
13509,8,7,979.72,Loyal
13510,1,4,1791.56,New
13512,260,1,251.21,Lost
13513,126,1,205.10,At Risk
13514,73,1,152.20,Regular
13515,72,4,891.12,Regular
13516,21,3,1389.41,New
13517,59,3,2128.42,Regular
13518,85,1,659.44,Regular
13519,78,1,122.75,Regular
13520,58,6,3624.35,Loyal
13521,1,3,1093.65,New
13522,30,1,125.80,New
13523,33,5,3964.88,Loyal
13524,40,5,680.18,Loyal
13525,14,2,628.78,New
13527,33,7,2287.51,Loyal
13529,78,2,307.76,Regular
13531,205,2,483.80,Lost
13532,33,1,210.31,Regular
13533,182,3,270.79,Lost
13534,2,25,5870.08,VIP
13536,1,7,3448.29,Loyal
13538,43,7,1280.85,Loyal
13539,85,3,631.34,Regular
13544,39,2,291.41,Regular
13546,12,3,626.99,New
13548,96,2,682.41,At Risk
13549,25,7,918.20,Loyal
13551,319,1,91.80,Lost
13552,66,12,3740.07,Loyal
13555,73,4,4149.28,Regular
13557,28,2,584.06,New
13558,5,4,605.06,New
13560,7,1,174.37,New
13561,215,1,141.86,Lost
13562,81,3,1799.33,Regular
13563,84,2,777.53,Regular
13564,144,3,1749.02,At Risk
13565,19,2,240.22,New
13566,40,2,874.71,Regular
